,Unnamed: 0,responce,question
1182,148735,"Thanks for the info, Chris. We'll pass this along to our team.",AA95
1183,148744,Now that's an interesting way to pass some time during a flight. ,We can't write this stuff. It just happens in real life. 
1184,148748,You both look very comfy today and we're glad you were able to catch some ,Thank you for a comfortable flight 
1185,148760,There's a Club near gates A7-A9 that's right on the path to your connection. They should be able to show the gate. ,I may dart out of Admiral club if the game isn't on TV and there isn't space to charge my ð±as I don't have an outlet 1st class ðº
1186,148762,"Oops, we got so excited about the game that our fingers slipped. We're looking forward to seeing your kids on board in 2018. ","Aside, my kids flying biz class AA TUS-FRA via DFW biz in Feb, 8 y/o never been to Europe is ecstatic.   10 y/o schooling him on ð´ pods :)"
1187,148765,"Welcome aboard today and there's a lot to do at the airport during your layover, Erin!",I'm in air I thought ORD-TUS but laying over PHX btwn 1700-1830.... going to take a lot to keep me in the airport!  @AmericanAir
1188,148791,Hi Woody. We're here 24/7 via Twitter is you ever need assistance.,am thinking of doing a personal brand survey: @8084
1189,148793,"Please have a crew member take a look at the display. Enjoy your flight, Damaso.",Umm I don't want my flight altitude to be 6ft under!!!!! 
1190,148799,"It may take a bit to taxi before departure and we're glad to see you're now airborne, Chris.","if we sit on the tarmac for 20 minutes are we ""on-time departure"" 
"
1191,148801,The departure time is now 8p so please check with the gate agent about a meal voucher. Sorry for the delay.,I'm scheduled for this flight and just arrived at the airport. Any chance of a meal voucher? https://t.co/t1NBiSyJgO
1192,148938,You're very welcome and our hearts and prayers are with you all.,Thank you for the information provided. 
1193,148940,We've been reserving extra cargo space for charitable organizations. Please contact a local charity for assistance with this.,"We have 15,000 lbs+ to be delivered from SFO to Aguadilla, PR. Love to speak with anyone who can help. https://t.co/MdDNPFW7R0"
1194,148943,Thanks for the heads up.,Only booked on the other flight since I called.....we haven't gotten back to the gate on the broken plane yet.
1195,148947,Oh no! We sure don't want that to be our record with you. We see our airport team has you backed on the next flight. Sending you a DM.,another broken plane.  Now have to return to the gate. Stuck in Chicago yet again!
1196,148949,Please check your DMs for a response.,DM.
1197,148951,We're happy to be speeding through the air with you and your ,Headed home from Indy.From formula 1 to formula milk I'm so happy 2 B on the speedway in the sky w/ a great crew 
1198,148953,"We love the new Club look too and are glad you're enjoying your visit today, Lauren!",It's a greAAt day to be an Admiral's Club member in the newly remodeled club in Terminal A ð https://t.co/tSKvqgg2Wq
1199,148955,"Sweet! We'll gladly share your thanks and recognize Ramie for going above and beyond, taking great care of you. ",You have an awesome 
1200,148957,"We know your time is valuable and our apologies you were rerouted, Stephan.",Big shoutout to for rerouting me to a redeye and making my pay 35 bucks extra for seats. 
1201,148959,Please send your refund request via this link: https://t.co/xM8Vkc7BvM,Thanks for that. I expect the extra charges to be refunded; it's unjust.
1202,148963,We appreciate the kind words. Sending best wishes your way. Family and friends are precious.,"Thanks for bending a rule to get me home to friends/fam sooner. I berate you A LOT, but today, nothing but thanks. "
1203,148967,"The seats can be assigned off our website. If you're not able to find it, please DM your record locator and we'll take a look.",What is the link? I logged in with my record locator and canât find it.
1204,148970,We're so sorry for the delayed response. Were you able to get on?,- stuck at the Chicago gate and our connection flight AA3837 is boarding now.  Please don't let them leave w/o us...
1205,148972,We see that you've been rebooked and our apologies again for the missed connection.,Nope
1206,148974,We've contacted her and asked her to DM us details. Thanks for the heads-up on this!,Hey ... please help my friend with hearing disabilities You guys can still make things right. 
1207,148976,Your comfort is what we strive for and our apologies that your seat was messy today.,Dirty planes to Managua feeling fabulous https://t.co/z2ywjYbdeZ
1208,148978,We know you like to stay connected while on board. Please share your feedback with our friends @116462.,calling gogo inflight air WiFi a rip-off is an insult to rip-offs. 
1209,148980,"Keep checking online for that, you never know! Sometimes it happens but no way of knowing for sure at this time.","Any chance some sAAver awards will open up for 10/27 from LGA to PIT Other carriers have flights available at 7,500 that day"
1210,148987,We expect our team to be professional and courteous at all times and we're truly sorry that you've had this experience today.,And I'm missing a show I paid $120 for because of the ineptness of the gate attendants!!
1211,148990,Our team is checking things out and planning on a 4:50p departure. We very much appreciate your patience.,"Hey delays happen, we know. Just give us truthful updates. Plane for AA436 has been âon the way from the hangarâ for over 1 hr"
1212,148992,"Looks like everyone's having a great time, Sue! Glad you stopped in.",We dropped by for some fun with hr folks   
1213,148994,Our team at the airport will be able to assign a seat for you. We're sorry for the inconvenience.,When you try to check in online and they say there aren't enough seats for everyone and to check in at the airport for a seat ð
1214,148996,We'd like an opportunity to assist. Meet us in DM.,Blown away with how treats their loyal customers. 
1215,148998,We appreciate your loyalty and look forward to seeing you again real soon!,One of the many reasons I'm a loyalist!
1216,149001,"Can't wait to see you on board using your new gift card! We're flying to some really amazing places, too: https://t.co/BhEqSlOhOZ",Congrats to for winning the Skyword raffle at 
1217,149006,"We know you're eager to be on your way to a wonderful anniversary, Gary. We're so sorry for the delay.",mechanical at 
